,Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro)
8167,76.0,521.0,2009,10.0,102000.0,2000.0,4.0,0.0,7700.0
8168,54.0,404.0,2014,3.0,156321.0,1500.0,0.0,1.0,8000.0
8169,60.0,235.0,2007,4.0,231000.0,1500.0,0.0,1.0,3200.0
8170,49.0,276.0,2014,10.0,330000.0,2000.0,3.0,0.0,18300.0
8171,76.0,356.0,1989,4.0,240000.0,1600.0,4.0,1.0,650.0
8172,75.0,27.0,1992,10.0,92341.0,1300.0,4.0,1.0,1000.0
8173,68.0,420.0,1994,9.0,321485.0,2300.0,0.0,1.0,850.0
8174,66.0,312.0,2014,11.0,190000.0,1600.0,0.0,1.0,7500.0
8175,15.0,490.0,2011,6.0,164000.0,1500.0,0.0,1.0,3500.0
8176,39.0,219.0,2014,4.0,157633.0,1396.0,0.0,1.0,6700.0
8177,56.0,74.0,2011,6.0,259825.0,1600.0,4.0,1.0,7250.0
8178,58.0,98.0,2014,8.0,70000.0,3800.0,4.0,0.0,84500.0
8179,76.0,212.0,2012,6.0,214000.0,2000.0,0.0,0.0,15999.0
8180,55.0,248.0,2008,4.0,252000.0,1300.0,0.0,1.0,4000.0
8181,52.0,215.0,2002,4.0,397000.0,1800.0,4.0,1.0,1000.0
8182,6.0,72.0,2016,10.0,109000.0,2000.0,4.0,0.0,18000.0
8183,56.0,81.0,1999,10.0,150000.0,1900.0,0.0,1.0,400.0
8184,23.0,348.0,1999,6.0,290000.0,2300.0,3.0,1.0,2900.0
8185,60.0,629.0,2010,1.0,251000.0,1500.0,0.0,1.0,4990.0
8186,76.0,520.0,2011,11.0,166500.0,1400.0,4.0,1.0,8299.0
8187,60.0,412.0,2000,6.0,1111.0,1400.0,4.0,1.0,1900.0
8188,55.0,772.0,2000,6.0,256700.0,1600.0,4.0,1.0,3000.0
8189,58.0,217.0,2008,9.0,139000.0,4800.0,4.0,0.0,12999.0
8190,60.0,467.0,2012,11.0,242650.0,1500.0,0.0,0.0,6000.0
8191,5.0,558.0,2011,3.0,200000.0,2000.0,4.0,0.0,16900.0
8192,55.0,139.0,2015,11.0,120000.0,1300.0,0.0,1.0,7300.0
8193,23.0,321.0,2015,11.0,174000.0,1500.0,0.0,1.0,8600.0
8194,23.0,586.0,2015,7.0,190000.0,2200.0,0.0,1.0,15950.0
8195,77.0,717.0,2013,11.0,211125.0,1600.0,0.0,1.0,9000.0
8196,13.0,209.0,2011,3.0,98600.0,2400.0,3.0,0.0,11250.0
8197,23.0,332.0,2014,10.0,187000.0,1999.0,2.0,0.0,11100.0
8198,76.0,533.0,2015,4.0,192000.0,1450.0,0.0,1.0,6650.0
8199,52.0,510.0,2008,3.0,170000.0,2360.0,4.0,0.0,8300.0
8200,55.0,139.0,2011,11.0,153000.0,1300.0,0.0,1.0,6000.0
8201,16.0,275.0,2010,9.0,120000.0,1500.0,0.0,1.0,7600.0
8202,6.0,750.0,2009,11.0,125000.0,3000.0,3.0,0.0,16500.0
8203,23.0,283.0,2016,9.0,147000.0,2000.0,0.0,0.0,22500.0
8204,23.0,175.0,2015,4.0,151000.0,2000.0,5.0,0.0,12600.0
8205,60.0,629.0,2015,6.0,146000.0,1461.0,0.0,0.0,7400.0
8206,33.0,653.0,2017,10.0,262225.0,1999.0,3.0,0.0,7900.0
8207,49.0,228.0,2013,6.0,210000.0,1500.0,0.0,1.0,6800.0
8208,73.0,545.0,2007,4.0,260000.0,1500.0,2.0,0.0,6500.0
8209,60.0,412.0,2010,1.0,235000.0,1500.0,0.0,1.0,4300.0
8210,33.0,624.0,2019,9.0,17150.0,2200.0,0.0,0.0,37100.0
8211,33.0,710.0,2004,3.0,217322.0,2000.0,4.0,1.0,4900.0
8212,6.0,72.0,1996,11.0,310000.0,2000.0,3.0,1.0,3100.0
8213,42.0,267.0,2019,9.0,21000.0,3000.0,0.0,0.0,61000.0
8214,31.0,116.0,2018,10.0,47000.0,1500.0,4.0,0.0,17799.0
8215,6.0,750.0,2021,9.0,0.0,3000.0,0.0,0.0,52000.0
8216,49.0,735.0,2012,6.0,165000.0,2190.0,0.0,0.0,15300.0
8217,23.0,332.0,2014,10.0,173000.0,2000.0,2.0,0.0,10699.0
8218,16.0,275.0,2014,3.0,86000.0,1500.0,0.0,1.0,9300.0
8219,33.0,624.0,2019,9.0,45630.0,2200.0,0.0,0.0,28050.0
8220,60.0,364.0,2013,6.0,144500.0,1500.0,0.0,0.0,8500.0
8221,55.0,139.0,2011,11.0,127500.0,1400.0,4.0,1.0,5700.0
8222,23.0,332.0,2007,4.0,245000.0,1400.0,0.0,0.0,4200.0
8223,39.0,662.0,2015,9.0,141700.0,1995.0,0.0,0.0,15750.0
8224,76.0,520.0,2008,10.0,166000.0,1800.0,4.0,1.0,6200.0
8225,6.0,750.0,2006,9.0,111111.0,3000.0,3.0,0.0,11000.0
8226,39.0,506.0,2015,10.0,160662.0,1685.0,0.0,0.0,11140.0
8227,73.0,588.0,2021,9.0,0.0,2500.0,2.0,0.0,24700.0
8228,76.0,204.0,2006,6.0,220000.0,1999.0,3.0,1.0,5999.0
8229,39.0,129.0,2017,10.0,80370.0,2359.0,2.0,0.0,22900.0
8230,5.0,1.0,1992,10.0,300000.0,1984.0,3.0,1.0,2250.0
8231,49.0,102.0,2006,4.0,120000.0,1500.0,4.0,0.0,4600.0
8232,6.0,72.0,2013,10.0,133000.0,2000.0,0.0,0.0,21800.0
8233,54.0,567.0,2010,3.0,255000.0,1481.0,0.0,1.0,7600.0
8234,76.0,696.0,2012,6.0,190000.0,1600.0,0.0,0.0,8800.0
8235,60.0,364.0,2016,6.0,159000.0,1500.0,0.0,0.0,9500.0
8236,39.0,593.0,2004,11.0,181000.0,1400.0,4.0,1.0,2400.0
8237,76.0,696.0,2012,6.0,180000.0,1600.0,0.0,0.0,8800.0
8238,76.0,356.0,2011,11.0,115000.0,1400.0,4.0,0.0,7200.0
8239,73.0,141.0,2014,11.0,225000.0,1800.0,2.0,0.0,9200.0
8240,43.0,196.0,2011,4.0,143500.0,1800.0,2.0,0.0,11600.0
8241,76.0,696.0,2008,6.0,232000.0,1400.0,4.0,0.0,6800.0
8242,33.0,653.0,2016,10.0,127500.0,1999.0,3.0,0.0,9800.0
8243,49.0,276.0,2018,10.0,73000.0,2143.0,0.0,0.0,32900.0
8244,66.0,672.0,2013,10.0,129000.0,1800.0,4.0,0.0,10999.0
8245,43.0,579.0,2005,9.0,190000.0,300.0,3.0,0.0,11000.0
8246,6.0,85.0,1996,10.0,500000.0,2800.0,3.0,0.0,3500.0
8247,73.0,146.0,2005,6.0,230000.0,1995.0,0.0,1.0,7000.0
8248,76.0,356.0,2001,4.0,190000.0,1600.0,3.0,1.0,2900.0
8249,16.0,622.0,2010,4.0,180000.0,1200.0,4.0,1.0,3850.0
8250,66.0,672.0,2009,10.0,190000.0,1800.0,4.0,0.0,9700.0
8251,5.0,109.0,1996,10.0,2222.0,2494.0,0.0,1.0,3500.0
8252,73.0,545.0,2013,4.0,243550.0,1798.0,2.0,0.0,8650.0
8253,76.0,726.0,1996,10.0,144000.0,1800.0,3.0,1.0,1700.0
8254,60.0,364.0,2014,11.0,170000.0,1500.0,0.0,0.0,8500.0
8255,49.0,170.0,2010,10.0,222222.0,2200.0,0.0,0.0,10900.0
8256,6.0,750.0,2014,3.0,185000.0,2500.0,0.0,0.0,28500.0
8257,76.0,356.0,2010,10.0,190000.0,1400.0,4.0,0.0,7699.0
8258,60.0,210.0,2015,3.0,25000.0,1500.0,0.0,0.0,7950.0
8259,23.0,604.0,2006,6.0,201000.0,1800.0,0.0,1.0,4200.0
8260,49.0,448.0,2014,3.0,124371.0,2500.0,0.0,0.0,34900.0
8261,60.0,467.0,2004,11.0,20000.0,1500.0,0.0,1.0,1700.0
8262,60.0,467.0,2009,11.0,120000.0,1500.0,0.0,1.0,3200.0
8263,60.0,467.0,2016,11.0,89000.0,1500.0,0.0,1.0,5600.0
8264,31.0,116.0,1998,10.0,190000.0,2000.0,4.0,1.0,1850.0
8265,76.0,695.0,2009,3.0,190000.0,3000.0,0.0,0.0,9999.0
8266,31.0,193.0,2008,9.0,178000.0,2200.0,0.0,0.0,9299.0
8267,73.0,145.0,2008,11.0,123000.0,2000.0,0.0,1.0,6599.0
8268,76.0,640.0,2009,6.0,190000.0,1900.0,0.0,1.0,5950.0
8269,76.0,520.0,2005,11.0,122000.0,1900.0,0.0,1.0,3299.0
8270,76.0,705.0,2003,6.0,120000.0,1900.0,0.0,1.0,2950.0
8271,42.0,582.0,2015,9.0,120000.0,3000.0,0.0,0.0,12500.0
8272,55.0,468.0,2009,4.0,219500.0,1248.0,0.0,1.0,3900.0
8273,16.0,441.0,2010,10.0,54818.0,1400.0,4.0,1.0,2000.0
8274,31.0,393.0,2009,4.0,1234.0,1300.0,2.0,0.0,5500.0
8275,76.0,696.0,2008,11.0,190000.0,1400.0,4.0,0.0,5500.0
8276,49.0,276.0,2018,10.0,75000.0,1950.0,0.0,0.0,31800.0
8277,39.0,528.0,2006,4.0,150000.0,1000.0,4.0,0.0,3880.0
8278,33.0,776.0,2009,4.0,180000.0,1400.0,4.0,1.0,4200.0
8279,6.0,85.0,2020,10.0,15000.0,2998.0,0.0,0.0,77000.0
8280,49.0,276.0,2014,10.0,268000.0,1999.0,3.0,0.0,14500.0
8281,73.0,141.0,2008,4.0,300000.0,1400.0,0.0,1.0,5000.0
8282,55.0,139.0,2012,11.0,147880.0,1300.0,0.0,1.0,6100.0
8283,55.0,139.0,2005,4.0,169000.0,1400.0,4.0,1.0,3200.0
8284,49.0,276.0,2021,10.0,10000.0,2000.0,4.0,0.0,41500.0
8285,55.0,139.0,2010,4.0,232000.0,1400.0,4.0,1.0,4250.0
8286,22.0,368.0,2010,4.0,153000.0,1300.0,0.0,1.0,3850.0
8287,76.0,696.0,2004,6.0,28000.0,200.0,0.0,0.0,5500.0
8288,43.0,487.0,2015,3.0,197000.0,2500.0,2.0,0.0,22500.0
8289,49.0,102.0,2015,4.0,120000.0,1500.0,0.0,1.0,12500.0
8290,60.0,428.0,2001,4.0,344000.0,1800.0,3.0,1.0,2600.0
8291,5.0,109.0,2006,10.0,268000.0,2400.0,3.0,1.0,6700.0
8292,76.0,399.0,2006,10.0,186000.0,1600.0,4.0,1.0,4700.0
8293,60.0,467.0,2005,4.0,350000.0,1600.0,4.0,1.0,3400.0
8294,6.0,72.0,2004,10.0,308000.0,2500.0,0.0,0.0,8000.0
8295,56.0,54.0,2005,0.0,200000.0,2000.0,4.0,1.0,3400.0
8296,39.0,662.0,2011,3.0,105000.0,2000.0,4.0,0.0,12000.0
8297,49.0,129.0,2012,6.0,30033.0,2200.0,0.0,1.0,7900.0
8298,58.0,517.0,2012,4.0,120000.0,3000.0,0.0,0.0,34500.0
8299,73.0,588.0,2008,9.0,94000.0,2000.0,4.0,0.0,9800.0
8300,33.0,710.0,2017,9.0,135000.0,1995.0,0.0,0.0,17300.0
8301,39.0,540.0,2015,4.0,139000.0,1400.0,4.0,0.0,7300.0
8302,65.0,122.0,2006,6.0,290000.0,1900.0,0.0,1.0,5550.0
8303,31.0,193.0,2015,3.0,104000.0,1600.0,0.0,1.0,17600.0
8304,75.0,31.0,1989,4.0,200000.0,1100.0,4.0,1.0,300.0
8305,65.0,388.0,2011,11.0,152200.0,1200.0,0.0,1.0,5150.0
8306,76.0,696.0,2007,6.0,170000.0,1400.0,4.0,0.0,5800.0
8307,49.0,600.0,2002,10.0,318000.0,3996.0,0.0,0.0,9000.0
8308,75.0,29.0,2007,10.0,50000.0,1500.0,3.0,1.0,300.0
8309,55.0,139.0,1993,4.0,353000.0,1400.0,4.0,1.0,1400.0
8310,66.0,499.0,2012,2.0,17000.0,1200.0,4.0,1.0,6400.0
8311,66.0,499.0,2004,11.0,300000.0,1600.0,4.0,1.0,4150.0
8312,43.0,387.0,2009,10.0,257000.0,2200.0,0.0,1.0,8100.0
8313,54.0,568.0,2010,9.0,171000.0,1500.0,0.0,1.0,7700.0
8314,23.0,321.0,2015,11.0,172500.0,1500.0,0.0,1.0,7290.0
8315,54.0,567.0,2007,3.0,260000.0,1500.0,0.0,1.0,6500.0
8316,54.0,567.0,2013,3.0,53000.0,1500.0,0.0,1.0,10600.0
8317,60.0,210.0,2013,3.0,171000.0,1500.0,0.0,1.0,7850.0
8318,49.0,735.0,2005,6.0,324000.0,2200.0,0.0,1.0,7650.0
8319,76.0,691.0,2013,9.0,128000.0,1400.0,4.0,1.0,11800.0
8320,75.0,38.0,2005,10.0,152000.0,1500.0,4.0,1.0,1150.0
8321,23.0,697.0,2014,1.0,111111.0,1500.0,0.0,1.0,4200.0
8322,33.0,351.0,2004,4.0,107000.0,1100.0,4.0,1.0,2490.0
8323,60.0,237.0,2018,6.0,58000.0,1149.0,3.0,1.0,7799.0
8324,23.0,152.0,2013,5.0,144000.0,1000.0,4.0,1.0,5650.0
8325,49.0,276.0,2008,10.0,201182.0,3000.0,0.0,0.0,5900.0
8326,73.0,545.0,2012,4.0,163000.0,1800.0,2.0,0.0,9500.0
8327,76.0,399.0,2013,10.0,130000.0,1400.0,2.0,0.0,8000.0
8328,6.0,748.0,2018,3.0,100500.0,1998.0,0.0,0.0,32900.0
8329,52.0,347.0,1994,10.0,296440.0,1800.0,4.0,1.0,1050.0
8330,6.0,48.0,2004,10.0,280000.0,2000.0,3.0,1.0,4499.0
8331,48.0,78.0,2004,10.0,193000.0,2300.0,3.0,0.0,3750.0
8332,6.0,750.0,2015,3.0,192000.0,2500.0,0.0,0.0,29299.0
8333,60.0,467.0,2012,11.0,215000.0,1500.0,0.0,1.0,5800.0
8334,54.0,124.0,1996,4.0,200000.0,1400.0,3.0,1.0,1750.0
8335,60.0,629.0,2013,4.0,245000.0,1500.0,0.0,0.0,6650.0
8336,6.0,85.0,1990,10.0,30000.0,3500.0,4.0,1.0,1500.0
8337,60.0,428.0,2000,11.0,20000.0,1900.0,0.0,1.0,350.0
8338,20.0,205.0,2007,4.0,195000.0,2000.0,4.0,0.0,5200.0
8339,76.0,165.0,2000,11.0,270000.0,1900.0,0.0,1.0,4500.0
8340,16.0,623.0,2017,4.0,87000.0,900.0,4.0,1.0,6800.0
8341,49.0,276.0,2013,10.0,97900.0,2143.0,0.0,0.0,19500.0
8342,16.0,622.0,2008,4.0,226000.0,1400.0,4.0,1.0,2750.0
8343,6.0,85.0,2018,10.0,85000.0,3000.0,0.0,0.0,44900.0
8344,54.0,567.0,2017,9.0,125100.0,1500.0,0.0,1.0,14290.0
8345,6.0,72.0,1991,10.0,321654.0,1750.0,4.0,1.0,2000.0
8346,55.0,772.0,2001,6.0,410100.0,1800.0,3.0,1.0,1600.0
8347,49.0,639.0,1991,10.0,385241.0,2000.0,4.0,1.0,650.0
8348,60.0,467.0,2003,4.0,170000.0,1400.0,3.0,1.0,2900.0
8349,55.0,139.0,2007,4.0,260000.0,1400.0,4.0,1.0,2650.0
8350,39.0,662.0,2019,3.0,43000.0,1600.0,4.0,0.0,18100.0
8351,76.0,356.0,2012,11.0,167000.0,1400.0,4.0,1.0,5900.0
8352,31.0,398.0,2012,4.0,133000.0,1400.0,2.0,0.0,7999.0
8353,55.0,468.0,2010,4.0,182000.0,1400.0,3.0,1.0,3999.0
8354,76.0,356.0,2002,11.0,305000.0,1900.0,0.0,1.0,4150.0
8355,5.0,558.0,2018,3.0,20000.0,2000.0,4.0,0.0,33000.0
8356,76.0,520.0,2015,10.0,85000.0,1800.0,4.0,0.0,11800.0
8357,6.0,750.0,2016,9.0,162000.0,2000.0,5.0,0.0,29990.0
8358,73.0,247.0,2009,6.0,139200.0,1794.0,4.0,1.0,7500.0
8359,73.0,141.0,2015,4.0,149121.0,1400.0,0.0,1.0,8320.0
8360,66.0,312.0,2016,11.0,174000.0,1400.0,0.0,1.0,8200.0
8361,33.0,710.0,2017,9.0,115000.0,1995.0,0.0,0.0,17500.0
8362,73.0,588.0,2019,9.0,16750.0,2487.0,2.0,0.0,28500.0
8363,76.0,520.0,2014,10.0,159000.0,2000.0,0.0,0.0,10900.0
8364,76.0,520.0,2017,10.0,63460.0,1798.0,4.0,0.0,19900.0
8365,60.0,629.0,2014,6.0,230000.0,1500.0,0.0,1.0,6800.0
8366,31.0,398.0,2002,6.0,320000.0,1400.0,4.0,1.0,3300.0
8367,60.0,364.0,2014,6.0,203500.0,1500.0,0.0,1.0,8900.0
8368,73.0,246.0,2008,10.0,286000.0,1400.0,0.0,0.0,6800.0
8369,23.0,318.0,2011,4.0,196000.0,1300.0,4.0,1.0,3650.0
8370,75.0,39.0,2011,9.0,10000.0,1700.0,3.0,1.0,6500.0
8371,43.0,387.0,2014,10.0,156000.0,2500.0,2.0,0.0,21000.0
8372,6.0,72.0,2006,10.0,150000.0,4490.0,4.0,1.0,10900.0
8373,6.0,449.0,2001,10.0,100000.0,4394.0,4.0,1.0,19900.0
8374,5.0,109.0,2006,11.0,312000.0,2000.0,0.0,0.0,8500.0
8375,31.0,193.0,2008,9.0,123000.0,2400.0,4.0,0.0,9500.0
8376,49.0,732.0,2012,6.0,216000.0,2200.0,0.0,1.0,15999.0
8377,23.0,321.0,2015,10.0,86000.0,1999.0,4.0,0.0,6500.0
8378,13.0,706.0,2014,11.0,65200.0,1400.0,4.0,1.0,7800.0
8379,60.0,364.0,2013,6.0,200000.0,1500.0,0.0,1.0,6900.0
8380,76.0,356.0,2008,11.0,220000.0,1400.0,4.0,1.0,4800.0
8381,16.0,441.0,2006,10.0,215928.0,1400.0,3.0,1.0,2500.0
8382,5.0,108.0,2015,10.0,135000.0,2000.0,0.0,0.0,18900.0
8383,34.0,556.0,2016,3.0,90000.0,1500.0,0.0,0.0,15500.0
8384,6.0,748.0,2007,9.0,205000.0,2000.0,0.0,1.0,9500.0
8385,52.0,513.0,1983,9.0,122500.0,2800.0,0.0,1.0,10000.0
8386,33.0,386.0,2017,4.0,95459.0,1580.0,2.0,0.0,12660.0
8387,66.0,672.0,2008,10.0,600000.0,2500.0,0.0,1.0,5555.0
8388,66.0,499.0,2012,11.0,240000.0,2000.0,0.0,1.0,9800.0
8389,66.0,499.0,1999,10.0,359735.0,1900.0,0.0,1.0,3999.0
8390,60.0,467.0,2006,11.0,125000.0,1500.0,0.0,1.0,3750.0
8391,43.0,343.0,2014,10.0,178000.0,2500.0,2.0,0.0,21200.0
8392,73.0,174.0,2018,3.0,82000.0,1800.0,2.0,0.0,17500.0
8393,75.0,23.0,1973,10.0,55500.0,1000.0,4.0,1.0,1000.0
8394,55.0,248.0,2007,4.0,199124.0,1300.0,0.0,1.0,3800.0
8395,49.0,151.0,2008,4.0,245000.0,1500.0,4.0,1.0,5450.0
8396,31.0,393.0,2009,4.0,172000.0,1300.0,2.0,0.0,5800.0
8397,66.0,672.0,2016,10.0,215000.0,1968.0,0.0,0.0,17000.0
8398,73.0,214.0,1996,11.0,410000.0,2000.0,0.0,1.0,2500.0
8399,76.0,520.0,1999,11.0,235000.0,2300.0,3.0,1.0,2700.0
8400,6.0,48.0,1996,10.0,258063.0,1800.0,4.0,1.0,2300.0
8401,73.0,766.0,2006,4.0,600000.0,1400.0,0.0,1.0,3333.0
8402,23.0,421.0,2018,9.0,118700.0,1500.0,0.0,0.0,16750.0
8403,76.0,520.0,1995,10.0,450000.0,2000.0,4.0,1.0,1500.0
8404,66.0,672.0,2014,10.0,91000.0,2000.0,4.0,0.0,13500.0
8405,60.0,364.0,2011,11.0,214567.0,1500.0,0.0,1.0,6650.0
8406,43.0,196.0,2011,4.0,159000.0,1800.0,4.0,0.0,10399.0
8407,49.0,732.0,2005,11.0,574000.0,2200.0,0.0,0.0,6800.0
8408,23.0,321.0,2000,10.0,202879.0,1600.0,4.0,1.0,1899.0
8409,43.0,387.0,2016,10.0,87545.0,2000.0,4.0,0.0,16999.0
8410,49.0,341.0,2013,3.0,172000.0,2200.0,0.0,0.0,18699.0
8411,48.0,78.0,2006,11.0,350000.0,1998.0,0.0,1.0,4600.0
8412,69.0,391.0,2010,10.0,128000.0,2500.0,4.0,1.0,10000.0
8413,73.0,141.0,2014,11.0,138000.0,1800.0,2.0,0.0,11200.0
8414,6.0,48.0,2000,10.0,274622.0,2000.0,0.0,0.0,2750.0
8415,73.0,766.0,2007,4.0,240000.0,1364.0,0.0,1.0,4400.0
8416,66.0,499.0,2014,1.0,152000.0,1400.0,4.0,1.0,7799.0
8417,60.0,467.0,2013,4.0,167000.0,1500.0,0.0,1.0,5950.0
8418,52.0,347.0,2008,10.0,191000.0,2400.0,3.0,0.0,5200.0
8419,6.0,48.0,2007,10.0,264000.0,1995.0,0.0,1.0,7800.0
8420,37.0,761.0,2013,10.0,120000.0,2000.0,4.0,0.0,16800.0
8421,33.0,369.0,2016,10.0,132370.0,2199.0,0.0,0.0,16500.0
8422,23.0,604.0,2010,6.0,265000.0,2000.0,0.0,0.0,6500.0
8423,31.0,193.0,2013,9.0,100000.0,2200.0,0.0,0.0,17000.0
8424,73.0,766.0,2006,4.0,232000.0,1400.0,0.0,1.0,2750.0
8425,13.0,147.0,2013,4.0,168000.0,1300.0,0.0,1.0,4650.0
8426,55.0,468.0,2012,4.0,152000.0,1300.0,0.0,1.0,5750.0
8427,39.0,662.0,2015,9.0,134953.0,1995.0,0.0,0.0,12800.0
8428,73.0,588.0,2007,3.0,240000.0,1998.0,3.0,0.0,9000.0
8429,58.0,517.0,2015,4.0,60000.0,4800.0,4.0,0.0,58500.0
8430,43.0,579.0,2014,9.0,90000.0,3500.0,2.0,0.0,25000.0
8431,6.0,72.0,2008,10.0,235000.0,200.0,0.0,0.0,11500.0
8432,52.0,510.0,2006,9.0,330000.0,2400.0,4.0,0.0,5000.0
8433,33.0,624.0,2018,9.0,73622.0,2199.0,0.0,0.0,26720.0
8434,77.0,754.0,2012,3.0,174000.0,200.0,0.0,1.0,17100.0
8435,43.0,579.0,2013,3.0,180000.0,2700.0,4.0,0.0,21500.0
8436,73.0,149.0,2013,4.0,80000.0,1000.0,4.0,1.0,4200.0
8437,60.0,364.0,2013,6.0,195000.0,1500.0,0.0,1.0,7300.0
8438,73.0,246.0,2005,6.0,250000.0,1800.0,3.0,1.0,5700.0
8439,33.0,710.0,2017,9.0,160152.0,1995.0,0.0,0.0,15720.0
8440,66.0,672.0,2015,10.0,65600.0,2000.0,0.0,0.0,24000.0
8441,73.0,141.0,2015,4.0,200000.0,1400.0,0.0,1.0,8650.0
8442,6.0,72.0,2005,10.0,280000.0,2200.0,4.0,1.0,7499.0
8443,66.0,768.0,2011,3.0,170000.0,1200.0,4.0,1.0,6700.0
8444,73.0,431.0,2014,9.0,130000.0,2700.0,4.0,0.0,26000.0
8445,55.0,248.0,2012,4.0,138000.0,1248.0,0.0,1.0,5100.0
8446,55.0,772.0,2008,6.0,230000.0,1598.0,3.0,1.0,5700.0
8447,33.0,624.0,2015,9.0,181313.0,1995.0,0.0,0.0,15610.0
8448,6.0,750.0,2007,9.0,210000.0,3000.0,0.0,0.0,7000.0
8449,73.0,145.0,2005,11.0,310000.0,2000.0,0.0,1.0,6000.0
8450,39.0,654.0,2016,9.0,166354.0,1995.0,0.0,0.0,17050.0
8451,55.0,772.0,2006,6.0,186000.0,1800.0,3.0,1.0,6000.0
8452,73.0,141.0,2013,4.0,254000.0,1364.0,0.0,1.0,8000.0
8453,54.0,497.0,2013,10.0,217500.0,1500.0,0.0,1.0,5999.0
8454,66.0,672.0,2010,10.0,175000.0,1900.0,0.0,1.0,10580.0
8455,5.0,558.0,2012,3.0,181767.0,2000.0,4.0,0.0,15700.0
8456,77.0,754.0,2011,9.0,180000.0,2400.0,0.0,0.0,16650.0
8457,52.0,515.0,2003,9.0,229000.0,3000.0,3.0,0.0,7800.0
8458,6.0,72.0,2014,10.0,150000.0,2000.0,0.0,0.0,20999.0
8459,75.0,39.0,1989,4.0,101000.0,1600.0,4.0,1.0,400.0
8460,31.0,193.0,2011,6.0,126000.0,2200.0,0.0,0.0,15850.0
8461,73.0,208.0,2017,10.0,54500.0,2500.0,2.0,0.0,17500.0
8462,5.0,557.0,2016,3.0,50900.0,1998.0,4.0,0.0,19000.0
8463,76.0,520.0,2006,10.0,400000.0,2000.0,4.0,1.0,5500.0
8464,43.0,387.0,2017,10.0,50320.0,1998.0,4.0,0.0,23000.0
8465,54.0,404.0,2011,3.0,200000.0,1500.0,0.0,1.0,7000.0
8466,60.0,467.0,2004,4.0,225332.0,1400.0,4.0,1.0,2300.0
8467,60.0,467.0,2006,4.0,260000.0,1500.0,0.0,1.0,2950.0
8468,6.0,72.0,2009,10.0,245000.0,2000.0,0.0,0.0,11999.0
8469,16.0,442.0,2009,11.0,190000.0,1500.0,0.0,1.0,3599.0
8470,55.0,139.0,2008,4.0,123000.0,1400.0,4.0,1.0,3299.0
8471,73.0,246.0,2007,4.0,190000.0,1400.0,0.0,0.0,4899.0
8472,76.0,356.0,2012,11.0,123000.0,1600.0,0.0,1.0,5900.0
8473,5.0,108.0,2013,2.0,102481.0,2000.0,4.0,0.0,15500.0
8474,31.0,233.0,2018,10.0,24968.0,1500.0,5.0,0.0,16999.0
8475,60.0,467.0,2008,11.0,190000.0,1500.0,0.0,1.0,2799.0
8476,55.0,248.0,2016,4.0,10000.0,1400.0,4.0,0.0,3799.0
8477,54.0,497.0,2009,11.0,187000.0,1500.0,0.0,1.0,3200.0
8478,31.0,193.0,2016,9.0,115000.0,2200.0,0.0,0.0,14500.0
8479,16.0,441.0,2012,10.0,187000.0,1500.0,0.0,1.0,2950.0
8480,60.0,467.0,2013,11.0,187000.0,1500.0,0.0,1.0,4500.0
8481,55.0,248.0,2006,4.0,187000.0,1300.0,0.0,0.0,2600.0
8482,13.0,147.0,2008,10.0,190000.0,1200.0,3.0,1.0,2250.0
8483,76.0,696.0,2015,6.0,190000.0,2000.0,0.0,1.0,5699.0
8484,73.0,766.0,2009,4.0,122000.0,1400.0,0.0,0.0,3499.0
8485,55.0,139.0,2006,11.0,163000.0,1600.0,3.0,1.0,2699.0
8486,76.0,533.0,2014,4.0,40000.0,1400.0,4.0,0.0,4699.0
8487,55.0,139.0,2015,10.0,40000.0,1600.0,4.0,0.0,5699.0
8488,73.0,430.0,2015,9.0,122000.0,4500.0,0.0,0.0,24500.0
8489,6.0,85.0,2007,10.0,122000.0,4000.0,3.0,0.0,9799.0
8490,76.0,526.0,2014,10.0,40000.0,3000.0,0.0,0.0,6599.0
8491,42.0,583.0,2015,9.0,40000.0,2200.0,0.0,0.0,7699.0
8492,73.0,588.0,2012,3.0,190000.0,2200.0,0.0,0.0,7599.0
8493,5.0,108.0,2009,2.0,144000.0,2700.0,0.0,0.0,3850.0
8494,73.0,246.0,2002,11.0,432000.0,1600.0,3.0,1.0,2999.0
8495,33.0,710.0,2009,3.0,201000.0,2000.0,3.0,0.0,7600.0
8496,6.0,72.0,2002,10.0,299000.0,2500.0,0.0,0.0,3800.0
8497,33.0,777.0,2012,10.0,219326.0,1700.0,0.0,1.0,8500.0
8498,43.0,292.0,2013,10.0,102000.0,2500.0,2.0,0.0,16300.0
8499,54.0,124.0,2001,4.0,356000.0,1500.0,3.0,1.0,2600.0
8500,73.0,766.0,2003,4.0,218000.0,1000.0,4.0,1.0,1900.0
8501,76.0,356.0,2012,4.0,183000.0,1400.0,4.0,1.0,7499.0
8502,6.0,79.0,2004,0.0,100000.0,4500.0,4.0,0.0,11000.0
8503,60.0,467.0,2010,4.0,210000.0,1500.0,0.0,1.0,5500.0
8504,16.0,275.0,2010,4.0,170000.0,1500.0,0.0,1.0,7500.0
8505,66.0,672.0,2015,10.0,166000.0,2000.0,0.0,0.0,18500.0
8506,55.0,248.0,2012,10.0,194000.0,1300.0,0.0,1.0,5000.0
