,Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro)
13772,6.0,71.0,2011,3.0,202700.0,3000.0,0.0,0.0,19199.0
13773,16.0,441.0,2015,11.0,128312.0,1200.0,3.0,1.0,5500.0
13774,49.0,151.0,2014,4.0,103000.0,1500.0,0.0,0.0,10800.0
13775,49.0,189.0,2017,4.0,201000.0,1499.0,0.0,0.0,13550.0
13776,65.0,122.0,2006,6.0,195000.0,1800.0,4.0,0.0,5200.0
13777,60.0,587.0,1995,1.0,260000.0,1870.0,0.0,1.0,1150.0
13778,73.0,430.0,2005,9.0,166000.0,4700.0,3.0,0.0,20000.0
13779,76.0,356.0,1996,11.0,350000.0,1600.0,4.0,1.0,900.0
13780,76.0,533.0,2000,4.0,234000.0,1400.0,4.0,1.0,1800.0
13781,58.0,217.0,2015,9.0,122000.0,3000.0,0.0,0.0,38499.0
13782,16.0,441.0,2008,6.0,250000.0,1600.0,3.0,1.0,4600.0
13783,76.0,640.0,1999,6.0,300000.0,1900.0,0.0,1.0,1700.0
13784,55.0,772.0,1999,6.0,330000.0,1600.0,4.0,1.0,2700.0
13785,56.0,519.0,2009,11.0,200000.0,1600.0,0.0,1.0,6000.0
13786,6.0,72.0,2018,11.0,120000.0,2000.0,0.0,0.0,31999.0
13787,60.0,467.0,2011,11.0,200000.0,1500.0,0.0,0.0,6400.0
13788,77.0,756.0,2007,9.0,300000.0,2400.0,0.0,0.0,12400.0
13789,56.0,19.0,2007,10.0,185000.0,1400.0,4.0,1.0,3000.0
13790,5.0,559.0,2016,9.0,119000.0,2967.0,0.0,0.0,25000.0
13791,6.0,748.0,2018,3.0,132000.0,1995.0,0.0,0.0,32500.0
13792,55.0,772.0,2005,11.0,280000.0,1796.0,3.0,1.0,2950.0
13793,66.0,672.0,2018,10.0,109000.0,2000.0,0.0,0.0,28500.0
13794,75.0,410.0,2008,11.0,47500.0,1400.0,4.0,1.0,2600.0
13795,16.0,441.0,2011,10.0,284600.0,1600.0,3.0,1.0,1800.0
13796,52.0,424.0,2011,7.0,190000.0,2500.0,0.0,1.0,11500.0
13797,33.0,350.0,2020,9.0,5401.0,2497.0,4.0,0.0,67400.0
13798,66.0,672.0,2015,10.0,145410.0,1400.0,4.0,1.0,11000.0
13799,49.0,276.0,2014,10.0,220000.0,2200.0,0.0,0.0,17800.0
13800,73.0,145.0,2008,11.0,285000.0,2200.0,0.0,1.0,8000.0
13801,66.0,672.0,2008,10.0,205455.0,1800.0,4.0,0.0,8950.0
13802,65.0,122.0,2014,6.0,215000.0,1968.0,0.0,1.0,13400.0
13803,49.0,735.0,2011,6.0,294000.0,2200.0,0.0,0.0,9600.0
13804,15.0,260.0,2012,4.0,142500.0,1600.0,4.0,1.0,6950.0
13805,73.0,545.0,2015,10.0,90000.0,1800.0,2.0,0.0,9850.0
13806,6.0,85.0,2019,10.0,18000.0,2993.0,0.0,0.0,75000.0
13807,5.0,558.0,2013,9.0,196500.0,1984.0,4.0,0.0,14999.0
13808,33.0,710.0,2011,3.0,190000.0,2000.0,3.0,0.0,12999.0
13809,16.0,441.0,2010,7.0,189000.0,1500.0,0.0,1.0,3700.0
13810,31.0,193.0,2015,9.0,90000.0,2400.0,4.0,0.0,17000.0
13811,66.0,672.0,2013,10.0,105000.0,1400.0,4.0,1.0,8500.0
13812,49.0,191.0,2001,2.0,295000.0,2300.0,3.0,0.0,3500.0
13813,66.0,587.0,2014,10.0,150000.0,1600.0,4.0,1.0,7000.0
13814,43.0,487.0,2015,9.0,115000.0,2494.0,2.0,0.0,28500.0
13815,43.0,343.0,2017,10.0,122000.0,3000.0,2.0,0.0,27300.0
13816,60.0,412.0,2016,6.0,141000.0,1500.0,0.0,1.0,6600.0
13817,39.0,219.0,2013,4.0,98000.0,1396.0,4.0,1.0,7300.0
13818,76.0,691.0,2010,3.0,156000.0,1390.0,4.0,1.0,8100.0
13819,16.0,441.0,2009,11.0,150000.0,1500.0,0.0,1.0,3500.0
13820,73.0,430.0,2002,9.0,125000.0,4500.0,3.0,1.0,25000.0
13821,13.0,702.0,2002,9.0,196000.0,4200.0,4.0,0.0,5900.0
13822,31.0,193.0,2007,3.0,247000.0,2200.0,0.0,1.0,10999.0
13823,31.0,231.0,2016,10.0,67000.0,1998.0,4.0,0.0,14300.0
13824,55.0,468.0,2014,5.0,162000.0,1245.0,0.0,1.0,6900.0
13825,76.0,204.0,2003,6.0,270000.0,1900.0,0.0,1.0,2250.0
13826,76.0,695.0,2007,9.0,253500.0,2499.0,0.0,0.0,10000.0
13827,66.0,587.0,2016,4.0,158714.0,1422.0,0.0,0.0,7999.0
13828,56.0,74.0,2011,6.0,141000.0,1600.0,4.0,1.0,7999.0
13829,76.0,695.0,2010,9.0,220000.0,3000.0,2.0,0.0,18999.0
13830,76.0,640.0,2002,6.0,455000.0,1897.0,0.0,1.0,75000.0
13831,42.0,268.0,2015,9.0,184000.0,2179.0,0.0,0.0,19000.0
13832,16.0,622.0,2013,4.0,113000.0,898.0,4.0,1.0,4499.0
13833,49.0,342.0,2017,9.0,87000.0,3000.0,4.0,0.0,38900.0
13834,76.0,356.0,2015,4.0,115000.0,2000.0,0.0,1.0,16800.0
13835,16.0,441.0,2008,10.0,222222.0,1400.0,3.0,1.0,1050.0
13836,5.0,558.0,2011,9.0,179000.0,2000.0,0.0,0.0,14999.0
13837,42.0,267.0,2008,9.0,202000.0,2700.0,0.0,0.0,14800.0
13838,5.0,111.0,2004,10.0,247350.0,3936.0,0.0,0.0,10200.0
13839,49.0,732.0,2010,6.0,285000.0,2200.0,0.0,0.0,22800.0
13840,60.0,235.0,2007,6.0,130123.0,1200.0,4.0,1.0,3099.0
13841,76.0,691.0,2012,3.0,100000.0,2000.0,4.0,0.0,10200.0
13842,75.0,29.0,2003,10.0,62000.0,1451.0,4.0,1.0,1100.0
13843,39.0,219.0,2010,2.0,85000.0,1400.0,4.0,1.0,4900.0
13844,76.0,520.0,2013,10.0,103000.0,1400.0,4.0,1.0,8890.0
13845,49.0,170.0,2015,11.0,207000.0,1995.0,5.0,0.0,16400.0
13846,61.0,68.0,2001,10.0,156000.0,1800.0,4.0,1.0,1600.0
13847,55.0,468.0,2010,5.0,160000.0,1400.0,3.0,1.0,4000.0
13848,13.0,706.0,2014,6.0,53000.0,1598.0,4.0,1.0,9700.0
13849,73.0,539.0,2004,6.0,270000.0,1999.0,0.0,1.0,3900.0
13850,66.0,312.0,2012,11.0,188000.0,1200.0,0.0,1.0,4950.0
13851,6.0,750.0,2003,2.0,255676.0,3000.0,0.0,0.0,4400.0
13852,73.0,246.0,2014,10.0,163000.0,1390.0,0.0,1.0,10300.0
13853,5.0,108.0,2011,4.0,263000.0,1984.0,4.0,1.0,10250.0
13854,60.0,428.0,2008,4.0,205000.0,1500.0,0.0,1.0,5000.0
13855,73.0,145.0,2009,11.0,290000.0,2000.0,0.0,1.0,3950.0
13856,33.0,777.0,2016,11.0,145700.0,1700.0,0.0,0.0,14000.0
13857,55.0,139.0,2002,4.0,111111.0,1600.0,4.0,1.0,3200.0
13858,55.0,139.0,2003,11.0,111111.0,1600.0,4.0,1.0,3500.0
13859,16.0,441.0,2005,10.0,228012.0,1596.0,3.0,1.0,3299.0
13860,73.0,246.0,1996,10.0,2750.0,1300.0,3.0,1.0,1900.0
13861,22.0,518.0,2015,4.0,45000.0,875.0,4.0,1.0,6500.0
13862,75.0,39.0,1988,9.0,1200.0,1600.0,4.0,1.0,3300.0
13863,70.0,741.0,1999,10.0,252323.0,1200.0,4.0,1.0,1300.0
13864,73.0,246.0,2008,10.0,170000.0,1400.0,0.0,1.0,7750.0
13865,31.0,231.0,1998,11.0,1234.0,1400.0,4.0,1.0,2700.0
13866,69.0,324.0,2011,3.0,187890.0,2200.0,3.0,0.0,7800.0
13867,49.0,276.0,2001,11.0,391000.0,220.0,0.0,0.0,4350.0
13868,73.0,431.0,2014,9.0,71885.0,2700.0,3.0,0.0,22600.0
13869,55.0,139.0,1993,11.0,99999.0,1600.0,4.0,1.0,800.0
13870,7.0,310.0,2010,4.0,30709.0,1500.0,4.0,1.0,3750.0
13871,73.0,545.0,2009,4.0,208000.0,1798.0,2.0,0.0,7800.0
13872,6.0,72.0,2002,10.0,336000.0,2500.0,0.0,1.0,4800.0
13873,49.0,170.0,2003,11.0,310000.0,2700.0,0.0,0.0,2200.0
13874,15.0,178.0,2003,4.0,270000.0,1398.0,0.0,1.0,3200.0
13875,77.0,717.0,2014,11.0,103890.0,1600.0,0.0,0.0,13650.0
13876,16.0,275.0,2012,3.0,160000.0,1600.0,3.0,1.0,5850.0
13877,31.0,193.0,2014,4.0,180000.0,1600.0,0.0,1.0,13900.0
13878,6.0,48.0,2004,10.0,94000.0,2000.0,4.0,1.0,4900.0
13879,76.0,520.0,2015,10.0,200631.0,1400.0,5.0,0.0,14800.0
13880,22.0,555.0,2011,4.0,128632.0,1300.0,0.0,1.0,4950.0
13881,33.0,624.0,2007,3.0,211000.0,2200.0,0.0,0.0,8750.0
13882,56.0,64.0,1994,1.0,198000.0,1600.0,4.0,1.0,800.0
13883,66.0,499.0,2014,11.0,210000.0,1597.0,0.0,1.0,8999.0
13884,16.0,275.0,2010,5.0,140000.0,1500.0,0.0,1.0,7500.0
13885,39.0,528.0,2016,9.0,128725.0,2000.0,3.0,0.0,6855.0
13886,33.0,653.0,2015,6.0,425415.0,1500.0,0.0,0.0,7514.0
13887,54.0,525.0,2005,9.0,230000.0,4200.0,0.0,1.0,17500.0
13888,73.0,141.0,2007,11.0,128845.0,1400.0,0.0,1.0,5400.0
13889,66.0,312.0,2011,11.0,187000.0,1200.0,0.0,1.0,4800.0
13890,60.0,629.0,2012,6.0,185000.0,1500.0,0.0,1.0,6200.0
13891,52.0,423.0,2000,6.0,246500.0,2476.0,0.0,1.0,2999.0
13892,66.0,499.0,2013,4.0,145000.0,1200.0,4.0,1.0,8000.0
13893,66.0,499.0,2010,4.0,250000.0,1200.0,4.0,1.0,7000.0
13894,73.0,545.0,2012,4.0,150000.0,1800.0,2.0,0.0,7000.0
13895,55.0,394.0,2010,11.0,272234.0,2000.0,0.0,0.0,7000.0
13896,55.0,139.0,2002,2.0,288000.0,2200.0,3.0,1.0,3500.0
13897,54.0,671.0,1992,4.0,399998.0,2000.0,0.0,1.0,1150.0
13898,6.0,72.0,1993,10.0,300000.0,2000.0,4.0,1.0,1600.0
13899,16.0,275.0,2013,3.0,90000.0,1200.0,4.0,1.0,7500.0
13900,55.0,772.0,2005,6.0,335000.0,1600.0,3.0,1.0,2350.0
13901,73.0,545.0,2008,10.0,111111.0,1500.0,2.0,0.0,6600.0
13902,39.0,216.0,2003,11.0,250000.0,2900.0,0.0,1.0,2200.0
13903,73.0,545.0,2014,4.0,55500.0,1800.0,5.0,0.0,11700.0
13904,78.0,100.0,1980,2.0,10000.0,1100.0,4.0,1.0,800.0
13905,66.0,499.0,2009,11.0,162000.0,1400.0,4.0,0.0,6699.0
13906,49.0,600.0,1996,10.0,371258.0,3000.0,0.0,0.0,8900.0
13907,73.0,545.0,2012,4.0,260000.0,1800.0,2.0,0.0,8650.0
13908,5.0,109.0,1997,10.0,280000.0,2595.0,4.0,1.0,3300.0
13909,16.0,442.0,2009,11.0,600000.0,1600.0,3.0,1.0,2500.0
13910,60.0,467.0,2004,11.0,270000.0,1600.0,3.0,1.0,3450.0
13911,52.0,280.0,2003,2.0,22300.0,3000.0,4.0,1.0,4000.0
13912,77.0,715.0,1997,11.0,280000.0,1800.0,4.0,1.0,1600.0
13913,76.0,696.0,2007,5.0,186000.0,1390.0,4.0,1.0,5300.0
13914,49.0,600.0,1993,10.0,221000.0,3200.0,3.0,0.0,5999.0
13915,6.0,746.0,2012,3.0,115000.0,200.0,4.0,0.0,11800.0
13916,31.0,116.0,2006,10.0,11111.0,1980.0,4.0,1.0,6500.0
13917,31.0,116.0,2006,10.0,282500.0,1998.0,4.0,1.0,6500.0
13918,76.0,520.0,2003,11.0,386000.0,1900.0,0.0,1.0,4200.0
13919,52.0,513.0,2003,9.0,1245.0,3500.0,3.0,0.0,6650.0
13920,5.0,109.0,2003,11.0,300520.0,2500.0,0.0,1.0,5000.0
13921,5.0,89.0,1994,10.0,400000.0,2000.0,4.0,1.0,2200.0
13922,73.0,145.0,2004,10.0,160000.0,1800.0,4.0,1.0,5500.0
13923,58.0,457.0,2015,3.0,142000.0,3000.0,4.0,0.0,29900.0
13924,6.0,72.0,2012,10.0,145000.0,2000.0,4.0,0.0,12900.0
13925,5.0,558.0,2013,3.0,120000.0,2000.0,4.0,0.0,14999.0
13926,6.0,752.0,2021,3.0,14400.0,3000.0,4.0,0.0,98800.0
13927,5.0,558.0,2014,3.0,135400.0,2000.0,4.0,0.0,12900.0
13928,5.0,561.0,2020,3.0,23200.0,3000.0,2.0,0.0,67900.0
13929,54.0,488.0,2008,9.0,220000.0,2500.0,0.0,1.0,6500.0
13930,23.0,321.0,2017,11.0,140000.0,1500.0,0.0,1.0,8300.0
13931,33.0,624.0,2014,3.0,53000.0,2200.0,0.0,0.0,25500.0
13932,66.0,672.0,2018,10.0,93000.0,1998.0,0.0,0.0,27800.0
13933,23.0,704.0,2014,6.0,130000.0,1598.0,0.0,1.0,9500.0
13934,49.0,600.0,1995,10.0,330000.0,2998.0,0.0,0.0,7500.0
13935,52.0,657.0,2004,5.0,234578.0,1600.0,4.0,1.0,3300.0
13936,66.0,587.0,2016,10.0,160000.0,1400.0,0.0,1.0,7799.0
13937,6.0,0.0,2008,10.0,140000.0,1995.0,4.0,0.0,6700.0
13938,39.0,654.0,2016,3.0,110000.0,2000.0,4.0,0.0,17800.0
13939,49.0,448.0,2012,9.0,256000.0,2142.0,0.0,0.0,23200.0
13940,33.0,464.0,2002,11.0,225500.0,1800.0,4.0,1.0,1600.0
13941,73.0,145.0,2004,10.0,215400.0,1800.0,3.0,1.0,5500.0
13942,55.0,139.0,2008,11.0,26000.0,1400.0,3.0,1.0,4500.0
13943,56.0,19.0,2007,4.0,250000.0,1400.0,0.0,1.0,2300.0
13944,56.0,20.0,2007,4.0,260000.0,1400.0,0.0,1.0,3600.0
13945,66.0,499.0,2009,11.0,210000.0,1400.0,4.0,1.0,5900.0
13946,31.0,231.0,2018,4.0,28000.0,1500.0,4.0,0.0,13600.0
13947,31.0,116.0,2019,4.0,38000.0,1500.0,4.0,0.0,18900.0
13948,61.0,80.0,2000,10.0,300000.0,200.0,4.0,1.0,1200.0
13949,65.0,388.0,2010,11.0,190000.0,1200.0,0.0,1.0,4750.0
13950,66.0,499.0,2010,4.0,224300.0,1600.0,4.0,1.0,5999.0
13951,49.0,192.0,2014,2.0,130000.0,2200.0,0.0,0.0,25000.0
13952,16.0,442.0,2014,6.0,132000.0,898.0,4.0,1.0,4200.0
13953,55.0,408.0,1991,4.0,280000.0,1400.0,4.0,1.0,10000.0
13954,10.0,197.0,2016,10.0,105000.0,1998.0,4.0,0.0,18499.0
13955,76.0,356.0,1987,4.0,20000.0,2000.0,4.0,1.0,1700.0
13956,76.0,726.0,1994,10.0,118580.0,1800.0,4.0,1.0,1750.0
13957,60.0,629.0,2006,6.0,250000.0,1500.0,0.0,1.0,3200.0
13958,76.0,630.0,2011,4.0,150000.0,1390.0,4.0,1.0,7999.0
13959,73.0,545.0,2013,4.0,206279.0,1800.0,4.0,0.0,9200.0
13960,6.0,0.0,2007,4.0,175000.0,1600.0,4.0,1.0,6700.0
13961,16.0,275.0,2010,3.0,196000.0,1500.0,0.0,1.0,7000.0
13962,76.0,356.0,2006,11.0,151000.0,1400.0,4.0,1.0,4000.0
13963,60.0,467.0,2004,10.0,272000.0,1500.0,0.0,1.0,2600.0
13964,76.0,399.0,1991,2.0,298456.0,1300.0,4.0,1.0,800.0
13965,22.0,555.0,2011,2.0,157214.0,1250.0,3.0,1.0,3900.0
13966,13.0,737.0,2012,4.0,148000.0,1400.0,5.0,0.0,8500.0
13967,49.0,276.0,2014,10.0,215000.0,3000.0,2.0,0.0,24555.0
13968,48.0,84.0,1992,10.0,458003.0,1998.0,4.0,1.0,13000.0
13969,55.0,468.0,2012,5.0,116000.0,1400.0,4.0,1.0,5700.0
13970,49.0,102.0,2000,6.0,220000.0,1400.0,4.0,0.0,2100.0
13971,55.0,139.0,2000,11.0,308000.0,2000.0,0.0,1.0,2400.0
13972,6.0,72.0,1992,10.0,340000.0,2500.0,4.0,1.0,1600.0
13973,66.0,672.0,2013,4.0,200000.0,1400.0,4.0,1.0,8299.0
13974,49.0,276.0,2016,10.0,192000.0,2000.0,0.0,0.0,25399.0
13975,49.0,151.0,2009,11.0,123000.0,2000.0,0.0,0.0,4800.0
13976,17.0,432.0,1999,4.0,195000.0,1400.0,4.0,1.0,1450.0
13977,76.0,204.0,2009,11.0,123000.0,1900.0,0.0,1.0,4399.0
13978,55.0,722.0,1989,10.0,100000.0,1589.0,4.0,1.0,1000.0
13979,15.0,405.0,2012,6.0,187000.0,2000.0,0.0,1.0,7200.0
13980,49.0,448.0,2014,9.0,204000.0,2500.0,0.0,0.0,25900.0
13981,49.0,170.0,2001,10.0,330000.0,2000.0,3.0,1.0,4500.0
13982,52.0,347.0,1994,10.0,224539.0,1800.0,4.0,1.0,1450.0
13983,60.0,467.0,2010,11.0,215000.0,1500.0,0.0,1.0,4500.0
13984,56.0,66.0,2005,10.0,280000.0,1800.0,3.0,1.0,3490.0
13985,39.0,216.0,2003,6.0,277500.0,2900.0,0.0,1.0,2750.0
13986,73.0,142.0,2016,10.0,126000.0,2500.0,2.0,0.0,17490.0
13987,52.0,429.0,1993,4.0,1111.0,1500.0,4.0,1.0,750.0
13988,6.0,72.0,2012,11.0,231000.0,2000.0,0.0,0.0,13500.0
13989,73.0,146.0,2003,11.0,123456.0,2000.0,0.0,1.0,4000.0
13990,76.0,640.0,2002,11.0,123456.0,1900.0,0.0,1.0,2800.0
13991,55.0,139.0,2001,11.0,123456.0,1700.0,0.0,1.0,1800.0
13992,38.0,361.0,2004,9.0,342000.0,2700.0,0.0,0.0,2990.0
13993,16.0,440.0,2019,11.0,35000.0,1500.0,0.0,1.0,11500.0
13994,16.0,275.0,2017,9.0,49000.0,1461.0,0.0,0.0,10600.0
13995,31.0,116.0,1990,10.0,148000.0,2000.0,4.0,1.0,2000.0
13996,60.0,364.0,2012,6.0,235000.0,1500.0,0.0,0.0,6450.0
13997,49.0,276.0,2003,10.0,328745.0,2700.0,0.0,0.0,2900.0
13998,73.0,246.0,2011,10.0,200000.0,1400.0,0.0,1.0,7500.0
13999,49.0,276.0,2007,10.0,230000.0,1800.0,3.0,0.0,7499.0
14000,56.0,519.0,2001,6.0,390000.0,200.0,0.0,1.0,2500.0
14001,54.0,542.0,1992,10.0,284000.0,2000.0,4.0,1.0,2300.0
14002,66.0,672.0,2012,11.0,167000.0,1600.0,0.0,1.0,10000.0
14003,76.0,399.0,2006,10.0,243000.0,2480.0,3.0,0.0,6500.0
14004,76.0,705.0,2005,6.0,278000.0,1896.0,0.0,1.0,6500.0
14005,15.0,183.0,2007,6.0,397000.0,1800.0,3.0,1.0,3999.0
14006,73.0,141.0,2014,11.0,160000.0,1400.0,0.0,1.0,9500.0
14007,60.0,467.0,2011,11.0,180000.0,1500.0,0.0,1.0,5400.0
14008,58.0,517.0,2012,4.0,45000.0,3000.0,0.0,0.0,38000.0
14009,16.0,441.0,2008,11.0,260000.0,1600.0,4.0,1.0,4300.0
14010,18.0,258.0,2009,11.0,156000.0,1000.0,4.0,1.0,3000.0
14011,73.0,545.0,2011,4.0,215757.0,1800.0,2.0,0.0,8900.0
14012,76.0,533.0,2021,11.0,280000.0,1400.0,4.0,1.0,1900.0
14013,66.0,415.0,2020,3.0,19900.0,1400.0,4.0,0.0,18500.0
14014,5.0,107.0,1999,10.0,300500.0,2499.0,0.0,1.0,2900.0
14015,55.0,139.0,2011,11.0,188000.0,1248.0,0.0,1.0,6400.0
14016,76.0,520.0,2002,10.0,380000.0,1899.0,0.0,1.0,4500.0
14017,33.0,710.0,2006,3.0,202000.0,1975.0,3.0,1.0,5999.0
14018,73.0,246.0,2005,4.0,203121.0,2000.0,0.0,1.0,2700.0
14019,54.0,567.0,2007,3.0,200000.0,1500.0,0.0,1.0,6999.0
14020,54.0,523.0,2007,9.0,305000.0,2500.0,0.0,1.0,10900.0
14021,76.0,399.0,2021,10.0,60000.0,1600.0,0.0,0.0,1500.0
14022,73.0,246.0,2004,4.0,195000.0,1400.0,4.0,1.0,3550.0
14023,58.0,218.0,2020,2.0,10700.0,4000.0,4.0,1.0,95900.0
14024,73.0,145.0,2005,11.0,263500.0,1996.0,4.0,1.0,4100.0
14025,5.0,89.0,1993,10.0,240000.0,2000.0,4.0,1.0,1299.0
14026,66.0,672.0,2011,10.0,222000.0,1600.0,0.0,1.0,9900.0
14027,16.0,442.0,2008,11.0,144000.0,1400.0,4.0,1.0,4750.0
14028,6.0,72.0,1995,10.0,5432.0,2500.0,0.0,1.0,2300.0
14029,31.0,231.0,1995,4.0,170000.0,1400.0,4.0,0.0,3000.0
14030,52.0,347.0,1995,4.0,290000.0,2000.0,4.0,0.0,1750.0
14031,67.0,326.0,2003,2.0,11111.0,777.0,4.0,0.0,2300.0
14032,23.0,321.0,2010,11.0,158000.0,1600.0,0.0,1.0,2950.0
14033,76.0,705.0,2013,6.0,1800.0,2000.0,0.0,1.0,9000.0
14034,52.0,658.0,1993,11.0,300000.0,2000.0,3.0,1.0,2350.0
14035,55.0,139.0,1993,4.0,200000.0,1400.0,4.0,1.0,1400.0
14036,60.0,467.0,2010,4.0,225000.0,1500.0,0.0,1.0,4850.0
14037,66.0,672.0,2009,10.0,245000.0,200.0,0.0,0.0,9600.0
14038,49.0,151.0,2012,4.0,87000.0,1600.0,4.0,0.0,11999.0
14039,5.0,123.0,2004,11.0,225588.0,2500.0,0.0,0.0,3500.0
14040,76.0,520.0,1993,10.0,297600.0,1900.0,0.0,1.0,1600.0
14041,51.0,504.0,2004,2.0,190000.0,1600.0,4.0,1.0,3200.0
14042,73.0,546.0,2013,6.0,200700.0,1800.0,3.0,0.0,10300.0
14043,5.0,109.0,2004,11.0,273000.0,200.0,4.0,1.0,3900.0
14044,76.0,356.0,1994,11.0,200000.0,1800.0,4.0,1.0,1450.0
14045,60.0,467.0,2009,11.0,238600.0,1460.0,0.0,1.0,4600.0
14046,66.0,312.0,2004,11.0,170000.0,1400.0,4.0,1.0,3000.0
14047,69.0,707.0,2013,4.0,171000.0,1368.0,0.0,1.0,5995.0
14048,16.0,441.0,2010,11.0,135400.0,1598.0,4.0,1.0,5600.0
14049,76.0,691.0,2011,3.0,257000.0,1986.0,0.0,1.0,10550.0
14050,60.0,364.0,2015,11.0,220000.0,1500.0,0.0,0.0,9500.0
14051,76.0,212.0,2000,6.0,670000.0,2500.0,0.0,1.0,5500.0
14052,76.0,356.0,1994,10.0,1111.0,1800.0,4.0,1.0,1800.0
14053,60.0,364.0,2015,6.0,147000.0,1500.0,0.0,1.0,8500.0
14054,5.0,111.0,1996,10.0,300000.0,3700.0,3.0,0.0,3600.0
14055,75.0,31.0,1997,4.0,98000.0,1500.0,4.0,1.0,1200.0
14056,76.0,356.0,1994,4.0,293750.0,1400.0,4.0,1.0,1650.0
14057,13.0,706.0,2017,3.0,70000.0,1400.0,4.0,0.0,10300.0
14058,73.0,246.0,2004,4.0,250000.0,1600.0,4.0,1.0,4200.0
14059,6.0,72.0,1995,11.0,200000.0,2500.0,0.0,1.0,900.0
14060,23.0,407.0,2005,2.0,11111.0,1300.0,4.0,1.0,1200.0
14061,55.0,139.0,2011,11.0,141000.0,1400.0,4.0,1.0,6499.0
14062,6.0,0.0,2017,4.0,182875.0,1496.0,0.0,0.0,11999.0
14063,60.0,467.0,2005,4.0,232000.0,1600.0,4.0,0.0,3199.0
14064,23.0,348.0,1999,6.0,300000.0,1999.0,3.0,1.0,1550.0
14065,60.0,409.0,2016,3.0,145000.0,1500.0,0.0,0.0,11800.0
14066,77.0,756.0,2006,3.0,370000.0,2400.0,0.0,0.0,8500.0
14067,77.0,756.0,2010,3.0,295000.0,2400.0,0.0,0.0,13500.0
14068,60.0,467.0,2005,11.0,266000.0,1500.0,0.0,1.0,3400.0
14069,76.0,356.0,1997,11.0,250000.0,1600.0,4.0,1.0,2300.0
14070,60.0,467.0,2018,10.0,1111.0,1111.0,0.0,0.0,4000.0
14071,43.0,616.0,2003,0.0,50700.0,4300.0,4.0,0.0,15500.0
14072,73.0,246.0,2005,4.0,284000.0,1400.0,0.0,0.0,4700.0
14073,60.0,428.0,2001,4.0,282709.0,1800.0,3.0,1.0,2400.0
14074,49.0,276.0,2001,10.0,320000.0,2200.0,0.0,1.0,4200.0
14075,54.0,542.0,2003,10.0,122222.0,200.0,4.0,0.0,3200.0
14076,66.0,672.0,2015,10.0,178000.0,2000.0,0.0,0.0,20500.0
14077,60.0,467.0,2015,11.0,188300.0,1499.0,0.0,0.0,7600.0
14078,55.0,722.0,1990,4.0,20000.0,200.0,4.0,1.0,2300.0
14079,6.0,72.0,2008,10.0,300000.0,1998.0,0.0,0.0,9200.0
14080,16.0,441.0,2007,10.0,206000.0,1600.0,3.0,1.0,3000.0
14081,76.0,356.0,2003,11.0,270000.0,1900.0,0.0,1.0,3400.0
14082,13.0,147.0,2012,4.0,226000.0,1300.0,0.0,1.0,5200.0
14083,66.0,672.0,2012,10.0,400000.0,1999.0,0.0,0.0,5000.0
14084,42.0,584.0,2012,9.0,141000.0,3000.0,0.0,0.0,22500.0
14085,77.0,614.0,2002,10.0,286305.0,2500.0,3.0,0.0,4800.0
14086,54.0,568.0,2013,9.0,178000.0,1500.0,0.0,1.0,9300.0
14087,49.0,170.0,2017,10.0,62700.0,2200.0,0.0,1.0,20850.0
14088,66.0,672.0,2008,10.0,215000.0,1400.0,4.0,1.0,7800.0
14089,16.0,441.0,2006,10.0,150000.0,1496.0,0.0,1.0,2600.0
14090,49.0,170.0,2008,10.0,279580.0,2200.0,0.0,0.0,9600.0
14091,73.0,549.0,2015,6.0,94000.0,1800.0,2.0,0.0,9500.0
14092,54.0,404.0,2016,3.0,45023.0,1599.0,4.0,0.0,14099.0
14093,76.0,446.0,1999,4.0,254322.0,1000.0,4.0,1.0,1499.0
14094,5.0,109.0,2006,10.0,246865.0,2000.0,4.0,1.0,7199.0
14095,73.0,382.0,2017,3.0,110642.0,3500.0,2.0,0.0,35499.0
14096,49.0,276.0,2015,10.0,245426.0,2000.0,3.0,0.0,14999.0
14097,49.0,341.0,2013,4.0,220000.0,2200.0,0.0,0.0,18999.0
14098,6.0,751.0,2014,3.0,124542.0,2979.0,4.0,0.0,35500.0
14099,33.0,710.0,2010,3.0,277208.0,1995.0,0.0,1.0,11999.0
14100,33.0,710.0,2016,3.0,147454.0,2000.0,0.0,0.0,19850.0
14101,73.0,146.0,2004,6.0,247451.0,1995.0,0.0,1.0,6450.0
14102,6.0,751.0,2012,3.0,204075.0,3000.0,0.0,0.0,24900.0
14103,6.0,72.0,2014,10.0,217000.0,1995.0,0.0,0.0,16999.0
14104,73.0,588.0,2008,3.0,243682.0,2000.0,4.0,1.0,7499.0
14105,54.0,567.0,2018,3.0,135320.0,1500.0,0.0,1.0,16399.0
14106,73.0,208.0,2017,10.0,66003.0,2500.0,2.0,0.0,22499.0
14107,73.0,141.0,2015,11.0,164148.0,1800.0,2.0,0.0,11999.0
14108,60.0,210.0,2014,3.0,146555.0,1500.0,0.0,0.0,9899.0
14109,66.0,312.0,2010,11.0,229611.0,1199.0,0.0,1.0,4499.0
14110,77.0,754.0,2014,3.0,155000.0,2400.0,0.0,0.0,20500.0
14111,73.0,588.0,2016,3.0,134323.0,2500.0,2.0,0.0,19999.0
